contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_31_length_4202_cov_1.972270,637,4202,1.972270,337,32008,119060,80840,28216,1224,-650,2,Bacteria,CP001503.2,96.078,51,2,3.62e-12,84.2,180282,80865,80864,80840,28216,1224,-650,2,Bacteria,WP_046238187.1,68.726,259,77,1.28e-113,375.0
NODE_32_length_4200_cov_1.640560,322,4200,1.640560,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2603858,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_151128080.1,74.709,344,87,0.0,560.0
NODE_33_length_4194_cov_1.715023,488,4194,1.715023,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,913109,28196,72294,213849,29547,1224,-650,2,Bacteria,WP_118918580.1,51.701,294,119,7.11e-87,285.0
NODE_34_length_4152_cov_2.218882,581,4152,2.218882,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,471189,644652,1643826,1643822,84998,201174,-650,2,Bacteria,WP_173014918.1,26.8,250,130,1.59e-08,59.7
NODE_35_length_4145_cov_2.459184,358,4145,2.459184,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1977087,-200,-300,-400,-500,1224,-650,2,Bacteria,KAA3649477.1,67.964,334,104,7.24e-153,466.0
NODE_36_length_4081_cov_4.394790,2238,4081,4.394790,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,197,194,72294,213849,29547,1224,-650,2,Bacteria,SUW99717.1,46.296,54,27,2.04e-07,55.8
NODE_37_length_4051_cov_1.771152,296,4051,1.771152,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852821,-200,-300,-400,28216,1224,-650,2,Bacteria,OQA29097.1,46.324,272,145,1.47e-80,268.0
NODE_38_length_4024_cov_3.675648,741,4024,3.675648,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4134658.1,52.459,122,54,1.25e-29,116.0
NODE_39_length_4003_cov_1.337203,371,4003,1.337203,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2528437,-200,213119,213118,28221,1224,-650,2,Bacteria,RZB34385.1,47.027,185,95,6.7e-49,174.0
NODE_40_length_3986_cov_2.619591,379,3986,2.619591,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2495594,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_173200805.1,51.422,422,196,4.69e-127,417.0
NODE_41_length_3865_cov_4.657838,994,3865,4.657838,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,198,194,72294,213849,29547,1224,-650,2,Bacteria,WP_147497279.1,49.143,175,88,4.64e-47,168.0
NODE_42_length_3860_cov_2.535226,1233,3860,2.535226,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA58887.1,36.127,537,303,1.68e-104,343.0
NODE_43_length_3838_cov_2.948801,891,3838,2.948801,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1509405,1903858,82115,356,28211,1224,-650,2,Bacteria,WP_037189660.1,35.052,291,152,7.35e-45,165.0
NODE_44_length_3809_cov_3.651005,485,3809,3.651005,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013676,-200,-300,-400,-500,67818,-650,2,Bacteria,PKP58028.1,24.67,227,149,3.43e-11,67.0
NODE_45_length_3799_cov_1.877723,398,3799,1.877723,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852816,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ47287.1,58.291,199,79,1.56e-64,221.0
NODE_46_length_3712_cov_2.424268,939,3712,2.424268,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,339862,79206,186807,186802,186801,1239,-650,2,Bacteria,EHQ88303.1,34.783,253,86,1.16e-26,116.0
NODE_47_length_3676_cov_1.794308,779,3676,1.794308,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA58887.1,35.875,577,322,9.67e-110,357.0
NODE_48_length_3604_cov_2.609433,291,3604,2.609433,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4132884.1,61.811,254,95,4.13e-105,332.0
NODE_49_length_3597_cov_3.368012,693,3597,3.368012,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1798016,-200,-300,-400,117743,976,-650,2,Bacteria,OGS70779.1,44.681,94,51,4.39e-21,90.9
NODE_50_length_3545_cov_16.079579,3444,3545,16.079579,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026760,-200,-300,-400,-500,62680,-650,2,Bacteria,RKY52229.1,38.905,347,193,1.48e-63,223.0
NODE_51_length_3526_cov_1.228891,196,3526,1.228891,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1921408,1921407,10662,28883,2731619,2731618,-650,10239,Viruses,YP_007236869.1,44.828,464,245,1.41e-128,403.0
NODE_52_length_3523_cov_2.123086,354,3523,2.123086,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1906666,-200,-300,-400,183967,2283796,-650,2157,Archaea,RLF44909.1,67.347,343,111,1.59e-157,484.0
NODE_53_length_3491_cov_0.513971,256,3491,0.513971,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2560651,2560189,2731690,28883,2731619,2731618,-650,10239,Viruses,YP_009620574.1,27.419,186,113,4.69e-07,53.1
NODE_54_length_3484_cov_1.868037,277,3484,1.868037,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4132212.1,37.75,649,322,1.23e-133,421.0
NODE_55_length_3447_cov_3.844277,722,3447,3.844277,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1860101,83766,75787,206389,28216,1224,-650,2,Bacteria,WP_186412251.1,54.795,219,98,2.61e-69,232.0
NODE_56_length_3444_cov_2.348809,286,3444,2.348809,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,169435,244127,541000,186802,186801,1239,-650,2,Bacteria,WP_087300728.1,72.586,580,159,0.0,879.0
NODE_57_length_3415_cov_2.878345,401,3415,2.878345,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,KP431803.1,82.051,195,33,1.02e-36,165.0,2653893,54066,-300,80840,28216,1224,-650,2,Bacteria,KAF1045624.1,65.6,250,86,4.84e-109,346.0
NODE_58_length_3377_cov_1.261231,317,3377,1.261231,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,316,286,135621,72274,1236,1224,-650,2,Bacteria,WP_181076995.1,59.75,400,157,4.23e-163,491.0
NODE_59_length_3370_cov_1.318841,240,3370,1.318841,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,34004,265,31989,204455,28211,1224,-650,2,Bacteria,WP_062560970.1,38.793,116,71,1.84e-14,79.0
NODE_60_length_3335_cov_2.013404,248,3335,2.013404,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2053492,327159,-300,-400,28216,1224,-650,2,Bacteria,QLH50265.1,58.801,534,215,0.0,620.0
NODE_61_length_3301_cov_8.928481,1848,3301,8.928481,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2011011,1386,186817,1385,91061,1239,-650,2,Bacteria,WP_106408550.1,36.458,96,54,1.22e-12,68.2
NODE_62_length_3292_cov_1.683728,383,3292,1.683728,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ06410.1,33.216,283,154,1.39e-26,113.0
NODE_63_length_3204_cov_6.000000,2036,3204,6.000000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,199,194,72294,213849,29547,1224,-650,2,Bacteria,WP_087582425.1,26.014,715,482,2.63e-60,228.0
NODE_64_length_3186_cov_2.251062,248,3186,2.251062,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1268622,12916,80864,80840,28216,1224,-650,2,Bacteria,WP_020227091.1,79.717,212,43,2.25e-115,356.0
NODE_65_length_3177_cov_1.268525,292,3177,1.268525,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618448,-200,-300,-400,-500,1752720,-650,2,Bacteria,KKW11196.1,39.792,480,262,1.84e-108,348.0
NODE_66_length_3139_cov_0.598938,163,3139,0.598938,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1789224,469,468,72274,1236,1224,-650,2,Bacteria,WP_067554549.1,50.957,418,204,7.85e-114,377.0
NODE_67_length_3121_cov_1.346693,256,3121,1.346693,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4144326.1,64.929,211,66,1.54e-90,294.0
NODE_68_length_3106_cov_1.844579,446,3106,1.844579,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1881390,-200,10662,28883,2731619,2731618,-650,10239,Viruses,AUR92199.1,43.87,677,358,0.0,551.0
NODE_69_length_3095_cov_2.044811,288,3095,2.044811,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28066,28065,80864,80840,28216,1224,-650,2,Bacteria,WP_143541576.1,38.078,822,464,8.35e-180,546.0
NODE_70_length_3070_cov_13.449541,2388,3070,13.449541,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1650438,379,82115,356,28211,1224,-650,2,Bacteria,WP_183937685.1,35.395,291,137,4.27e-28,124.0
NODE_71_length_3036_cov_4.635270,1655,3036,4.635270,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_72_length_3036_cov_2.651770,498,3036,2.651770,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2591644,-200,-300,-400,-500,-600,-650,10239,Viruses,QDP68121.1,50.728,481,225,2.98e-163,489.0
NODE_73_length_3025_cov_1.888199,200,3025,1.888199,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2152891,1822464,119060,80840,28216,1224,-650,2,Bacteria,WP_153076844.1,40.323,62,33,1.68e-09,56.6
NODE_74_length_2999_cov_1.153552,154,2999,1.153552,239,237,49546,200644,117743,976,-650,2,Bacteria,CP051546.1,92.308,65,3,1.54e-14,91.6,2541724,237,49546,200644,117743,976,-650,2,Bacteria,WP_131917514.1,88.679,371,42,0.0,672.0
NODE_75_length_2996_cov_1.610666,274,2996,1.610666,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852939,-200,-300,-400,-500,-600,-650,2,Bacteria,OQB10344.1,42.466,365,205,5.21e-91,297.0
NODE_76_length_2992_cov_0.732984,145,2992,0.732984,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4240682.1,59.406,505,203,0.0,659.0
NODE_77_length_2983_cov_2.163866,333,2983,2.163866,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2576037,28196,72294,213849,29547,1224,-650,2,Bacteria,WP_138151426.1,25.843,89,65,2.45e-08,54.7
NODE_78_length_2979_cov_2.279453,519,2979,2.279453,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2563444,84567,84566,200666,117747,976,-650,2,Bacteria,WP_138721654.1,39.181,513,288,4.41e-81,273.0
NODE_79_length_2968_cov_1.675466,267,2968,1.675466,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013747,-200,-300,-400,28221,1224,-650,2,Bacteria,PKN36697.1,65.566,424,145,0.0,595.0
NODE_80_length_2920_cov_1.566774,210,2920,1.566774,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2293111,283168,1853231,171549,200643,976,-650,2,Bacteria,RGG48139.1,46.335,382,192,4.78e-115,360.0
NODE_81_length_2917_cov_1.925090,455,2917,1.925090,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,47920,12916,80864,80840,28216,1224,-650,2,Bacteria,WP_005796029.1,46.497,157,81,9.78e-40,145.0
NODE_82_length_2912_cov_2.561221,292,2912,2.561221,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1549638,2041017,119060,80840,28216,1224,-650,2,Bacteria,WP_183966028.1,65.756,476,157,0.0,624.0
NODE_83_length_2908_cov_3.447681,819,2908,3.447681,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ06417.1,32.749,684,413,2.82e-110,356.0
NODE_84_length_2898_cov_3.016961,784,2898,3.016961,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,821,909656,-300,171549,200643,976,-650,2,Bacteria,WP_176350431.1,37.249,349,217,1.38e-70,248.0
NODE_85_length_2888_cov_2.187613,365,2888,2.187613,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_86_length_2887_cov_2.489130,280,2887,2.489130,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2603857,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_151156705.1,59.567,554,218,0.0,634.0
NODE_87_length_2879_cov_0.622820,817,2879,0.622820,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2591644,-200,-300,-400,-500,-600,-650,10239,Viruses,QDP52776.1,35.088,513,310,8.53e-87,293.0
NODE_88_length_2872_cov_1.305282,256,2872,1.305282,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1414737,-200,10699,28883,2731619,2731618,-650,10239,Viruses,YP_009003177.1,32.62,187,121,1.63e-19,89.4
NODE_89_length_2870_cov_2.064528,279,2870,2.064528,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2714601,413435,568386,1775403,1236,1224,-650,2,Bacteria,WP_168146823.1,44.643,280,135,3.34e-46,182.0
NODE_90_length_2862_cov_1.346252,188,2862,1.346252,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1860101,83766,75787,206389,28216,1224,-650,2,Bacteria,WP_186412264.1,40.157,127,72,3.47e-19,86.3
NODE_91_length_2856_cov_1.628435,182,2856,1.628435,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,126157,1221880,186817,1385,91061,1239,-650,2,Bacteria,SFN13909.1,47.03,404,207,2.11e-113,356.0
NODE_92_length_2825_cov_1.198666,212,2825,1.198666,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2544984,1921407,10662,28883,2731619,2731618,-650,10239,Viruses,QBP28149.1,47.885,520,268,3.6e-172,514.0
NODE_93_length_2816_cov_2.522499,334,2816,2.522499,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2015799,-200,45401,356,28211,1224,-650,2,Bacteria,TXH13749.1,44.048,168,91,2.97e-40,147.0
NODE_94_length_2800_cov_2.153760,307,2800,2.153760,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898204,-200,31979,186802,186801,1239,-650,2,Bacteria,PWL41999.1,38.023,263,148,2.26e-42,166.0
NODE_95_length_2779_cov_1.779789,178,2779,1.779789,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2734093,2733095,10662,28883,2731619,2731618,-650,10239,Viruses,YP_009822668.1,35.119,336,208,7.95e-58,208.0
NODE_96_length_2775_cov_1.197885,218,2775,1.197885,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1933278,-200,-300,-400,183967,2283796,-650,2157,Archaea,PNX45596.1,30.918,207,122,7.43e-23,99.4
NODE_97_length_2759_cov_1.642477,150,2759,1.642477,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1895605,194,72294,213849,29547,1224,-650,2,Bacteria,WP_086226419.1,53.191,282,132,1.21e-87,297.0
NODE_98_length_2734_cov_1.200230,330,2734,1.200230,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1811693,191373,186807,186802,186801,1239,-650,2,Bacteria,OPX88021.1,50.0,22,11,0.96,27.3
NODE_99_length_2721_cov_0.833076,156,2721,0.833076,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618537,-200,-300,-400,-500,-600,-650,2,Bacteria,KKT30746.1,67.949,156,50,2.06e-63,220.0
NODE_100_length_2707_cov_10.049612,1419,2707,10.049612,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB5195014.1,70.718,181,53,7.73e-84,268.0
NODE_101_length_2690_cov_2.445181,462,2690,2.445181,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1472912,-200,-300,28883,2731619,2731618,-650,10239,Viruses,YP_009037253.1,43.733,359,190,1.12e-79,263.0
NODE_102_length_2690_cov_0.976980,230,2690,0.976980,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2560782,2560121,10699,28883,2731619,2731618,-650,10239,Viruses,YP_009620003.1,31.522,552,325,1.36e-75,261.0
NODE_103_length_2689_cov_1.712334,166,2689,1.712334,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4132850.1,71.507,544,148,0.0,822.0
NODE_104_length_2689_cov_1.522248,765,2689,1.522248,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,197,194,72294,213849,29547,1224,-650,2,Bacteria,WP_126250345.1,54.157,421,190,1.05e-156,471.0
NODE_105_length_2676_cov_1.504904,177,2676,1.504904,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4174694.1,59.534,687,261,0.0,802.0
NODE_106_length_2670_cov_1.235549,114,2670,1.235549,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2015906,265570,2771472,213849,29547,1224,-650,2,Bacteria,DAB40795.1,62.783,575,205,0.0,732.0
NODE_107_length_2654_cov_2.110803,369,2654,2.110803,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2135614,168934,41295,204441,28211,1224,-650,2,Bacteria,WP_110252888.1,25.113,442,268,1.79e-28,120.0
NODE_108_length_2652_cov_5.404752,546,2652,5.404752,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1977087,-200,-300,-400,-500,1224,-650,2,Bacteria,KAA3649403.1,53.521,142,64,4.34e-42,151.0
NODE_109_length_2644_cov_2.386571,207,2644,2.386571,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1817878,-200,-300,-400,-500,1817811,-650,2,Bacteria,OGL46989.1,33.333,183,116,4.39e-22,96.7
NODE_110_length_2640_cov_2.918424,1379,2640,2.918424,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026735,-200,-300,-400,28221,1224,-650,2,Bacteria,RLB94471.1,23.752,581,372,6.76e-14,78.2
NODE_111_length_2629_cov_7.568345,1915,2629,7.568345,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,386891,475,468,72274,1236,1224,-650,2,Bacteria,WP_046699244.1,29.735,491,326,1.06e-57,208.0
NODE_112_length_2609_cov_2.235294,195,2609,2.235294,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4132524.1,56.105,344,144,4.49e-127,387.0
