contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_11_length_2150_cov_2.516560,896,2150,2.516560,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,386891,475,468,72274,1236,1224,-650,2,Bacteria,WP_046699244.1,29.735,491,326,3.11e-58,208.0
NODE_12_length_2098_cov_1.019787,46,2098,1.019787,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2772069,-200,10744,28883,2731619,2731618,-650,10239,Viruses,QOR59008.1,38.679,212,125,2.67e-46,167.0
NODE_13_length_2035_cov_1.052935,96,2035,1.052935,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,39774,39773,403,135618,1236,1224,-650,2,Bacteria,WP_031431968.1,74.227,97,25,9.91e-45,157.0
NODE_14_length_2026_cov_1.185361,76,2026,1.185361,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1848039,404,32011,32003,28216,1224,-650,2,Bacteria,WP_131800979.1,70.339,236,56,4e-97,300.0
NODE_15_length_1964_cov_1.357648,159,1964,1.357648,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026760,-200,-300,-400,-500,62680,-650,2,Bacteria,RKY55912.1,31.743,482,293,3.85e-56,203.0
NODE_16_length_1961_cov_0.924755,73,1961,0.924755,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31133.1,97.0,400,12,0.0,803.0
NODE_17_length_1906_cov_0.745363,51,1906,0.745363,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852800,-200,-300,-400,-500,976,-650,2,Bacteria,OQC39794.1,63.043,276,102,5.85e-123,367.0
NODE_18_length_1892_cov_1.107649,135,1892,1.107649,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,200,194,72294,213849,29547,1224,-650,2,Bacteria,WP_169777780.1,43.868,212,115,1.22e-51,181.0
NODE_19_length_1879_cov_2.606164,200,1879,2.606164,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,CP007201.1,95.568,1399,42,0.0,2222.0,366522,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041963698.1,77.536,138,31,6.69e-62,213.0
NODE_20_length_1866_cov_1.255319,86,1866,1.255319,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28066,28065,80864,80840,28216,1224,-650,2,Bacteria,OOV05802.1,40.306,196,97,3.35e-34,133.0
NODE_21_length_1865_cov_0.744534,75,1865,0.744534,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP054864.1,82.114,1381,229,0.0,1177.0,2013701,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO93204.1,93.496,369,24,0.0,685.0
NODE_22_length_1852_cov_0.967536,62,1852,0.967536,207949,599651,135620,135619,1236,1224,-650,2,Bacteria,CP051183.1,86.25,80,9,9.68e-13,86.1,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,KAB2927861.1,86.538,416,56,0.0,744.0
NODE_23_length_1849_cov_0.917538,128,1849,0.917538,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1906666,-200,-300,-400,183967,2283796,-650,2157,Archaea,RLF44909.1,70.599,534,156,0.0,793.0
NODE_24_length_1843_cov_0.656760,102,1843,0.656760,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP000089.1,84.03,263,39,3.23e-62,250.0,49181,349,2008794,206389,28216,1224,-650,2,Bacteria,TXG95478.1,93.231,458,31,0.0,825.0
NODE_25_length_1830_cov_0.778626,65,1830,0.778626,44674,57665,72294,213849,29547,1224,-650,2,Bacteria,CP003333.1,89.89,455,45,7.73e-163,584.0,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025344363.1,86.413,184,25,7.76e-110,338.0
NODE_26_length_1796_cov_0.890354,62,1796,0.890354,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797343,-200,-300,-400,-500,976,-650,2,Bacteria,OFY30028.1,25.166,151,99,0.019,40.4
NODE_27_length_1773_cov_0.883354,45,1773,0.883354,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2305463,2678352,1471398,1970189,200643,976,-650,2,Bacteria,WP_119439658.1,58.824,527,208,0.0,600.0
NODE_28_length_1733_cov_1.709838,84,1733,1.709838,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA79824.1,43.494,269,147,1.77e-65,225.0
NODE_29_length_1689_cov_1.278489,110,1689,1.278489,1935204,2321111,72294,213849,29547,1224,-650,2,Bacteria,CP036246.2,87.179,78,7,8.81e-13,86.1,28197,28196,72294,213849,29547,1224,-650,2,Bacteria,WP_032071932.1,51.515,297,132,3.55e-94,291.0
NODE_30_length_1688_cov_1.640615,119,1688,1.640615,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852907,-200,-300,-400,-500,203691,-650,2,Bacteria,OQC73121.1,99.778,451,1,0.0,915.0
NODE_31_length_1672_cov_0.915210,66,1672,0.915210,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,185300,346096,2005523,171549,200643,976,-650,2,Bacteria,WP_013443677.1,68.362,177,56,1.33e-86,268.0
NODE_32_length_1668_cov_0.905256,28,1668,0.905256,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2495594,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_173200357.1,45.283,265,128,1.2e-55,204.0
NODE_33_length_1667_cov_4.407143,375,1667,4.407143,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013735,-200,-300,-400,-500,456828,-650,2,Bacteria,PKN73506.1,38.636,132,61,1.93e-15,76.3
NODE_34_length_1665_cov_1.063069,63,1665,1.063069,1854492,57665,72294,213849,29547,1224,-650,2,Bacteria,CP039734.2,82.479,1638,274,0.0,1423.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041959294.1,90.09,555,54,0.0,1048.0
NODE_35_length_1640_cov_3.006609,238,1640,3.006609,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ06417.1,33.212,274,175,4.06e-32,133.0
NODE_36_length_1618_cov_0.820255,70,1618,0.820255,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,AP014723.1,82.462,1243,208,0.0,1079.0,1802257,202746,2771471,213849,29547,1224,-650,2,Bacteria,OHE11826.1,99.029,412,4,0.0,840.0
NODE_37_length_1617_cov_0.423490,83,1617,0.423490,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1509405,1903858,82115,356,28211,1224,-650,2,Bacteria,WP_037189663.1,36.585,205,124,6.64e-34,131.0
NODE_38_length_1611_cov_1.004043,40,1611,1.004043,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013514,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_088437426.1,86.441,295,40,5.83e-176,501.0
NODE_39_length_1598_cov_1.604351,178,1598,1.604351,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_40_length_1591_cov_1.590164,88,1591,1.590164,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1524880,-200,10744,28883,2731619,2731618,-650,10239,Viruses,AII27515.1,26.812,138,87,0.012,39.7
NODE_41_length_1590_cov_1.111415,62,1590,1.111415,449520,194,72294,213849,29547,1224,-650,2,Bacteria,CP035946.1,80.0,115,21,2.98e-12,84.2,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177921.1,90.231,389,38,0.0,679.0
NODE_42_length_1563_cov_1.477716,105,1563,1.477716,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1933278,-200,-300,-400,183967,2283796,-650,2157,Archaea,PNX45596.1,34.94,166,89,5.94e-23,99.4
NODE_43_length_1559_cov_1.506983,77,1559,1.506983,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,CP042966.1,89.045,1561,167,0.0,1932.0,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_169730532.1,94.521,292,16,0.0,566.0
NODE_44_length_1543_cov_1.041667,51,1543,1.041667,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,CP017111.1,83.527,1548,248,0.0,1439.0,1565314,57665,72294,213849,29547,1224,-650,2,Bacteria,KHG33525.1,92.233,515,39,0.0,993.0
NODE_45_length_1540_cov_1.059448,66,1540,1.059448,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1176587,379899,563835,1853229,1853228,976,-650,2,Bacteria,WP_067755002.1,64.525,358,125,5.36e-173,495.0
NODE_46_length_1539_cov_1.792493,90,1539,1.792493,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1503054,32008,119060,80840,28216,1224,-650,2,Bacteria,KWK48205.1,60.099,203,80,5.1e-80,254.0
NODE_47_length_1522_cov_1.445878,88,1522,1.445878,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ06408.1,23.464,179,137,2.87e-09,61.6
NODE_48_length_1520_cov_11.237617,484,1520,11.237617,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_49_length_1520_cov_0.493898,38,1520,0.493898,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32131.1,86.391,507,68,0.0,848.0
NODE_50_length_1509_cov_0.901592,52,1509,0.901592,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1736492,12916,80864,80840,28216,1224,-650,2,Bacteria,KRC23377.1,54.396,182,83,1.29e-61,202.0
NODE_51_length_1507_cov_1.020290,58,1507,1.020290,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797347,-200,-300,-400,-500,976,-650,2,Bacteria,OFY39247.1,88.261,230,27,1.51e-145,419.0
NODE_52_length_1497_cov_1.308759,42,1497,1.308759,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_011288799.1,92.369,498,38,0.0,926.0
NODE_53_length_1487_cov_1.130882,60,1487,1.130882,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1123042,29487,1903414,91347,1236,1224,-650,2,Bacteria,WP_166285871.1,66.667,255,85,9.83e-113,344.0
NODE_54_length_1485_cov_1.354197,68,1485,1.354197,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177007.1,53.774,106,44,1.74e-30,116.0
NODE_55_length_1477_cov_1.439259,138,1477,1.439259,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28198,28196,72294,213849,29547,1224,-650,2,Bacteria,WP_141050922.1,54.93,284,127,9.27e-107,327.0
NODE_56_length_1450_cov_0.970522,60,1450,0.970522,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1265,1263,541000,186802,186801,1239,-650,2,Bacteria,WP_028519846.1,56.667,30,13,0.61,35.0
NODE_57_length_1444_cov_1.141989,93,1444,1.141989,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2565698,2560131,10662,28883,2731619,2731618,-650,10239,Viruses,QCW21142.1,30.807,409,245,1.62e-41,154.0
NODE_58_length_1436_cov_1.420932,81,1436,1.420932,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_59_length_1435_cov_1.106269,78,1435,1.106269,255507,28196,72294,213849,29547,1224,-650,2,Bacteria,CP043858.1,99.922,1279,1,0.0,2357.0,366522,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_197051147.1,99.764,423,1,0.0,877.0
NODE_60_length_1430_cov_0.637759,82,1430,0.637759,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,199,194,72294,213849,29547,1224,-650,2,Bacteria,WP_107898290.1,56.818,352,149,3.62e-137,405.0
NODE_61_length_1428_cov_1.434281,72,1428,1.434281,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,CP007201.1,83.415,1435,219,0.0,1314.0,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067175801.1,94.372,231,13,1.13e-148,431.0
NODE_62_length_1422_cov_1.171429,38,1422,1.171429,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025343548.1,69.952,416,124,0.0,600.0
NODE_63_length_1411_cov_0.758567,42,1411,0.758567,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,281362,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_066887160.1,92.857,252,18,1.74e-168,486.0
NODE_64_length_1396_cov_0.781718,42,1396,0.781718,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31812.1,85.669,314,45,0.0,546.0
NODE_65_length_1381_cov_0.910686,51,1381,0.910686,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,355243,515417,135620,135619,1236,1224,-650,2,Bacteria,WP_091357893.1,71.739,460,130,0.0,697.0
NODE_66_length_1380_cov_6.182761,379,1380,6.182761,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_67_length_1380_cov_0.835595,34,1380,0.835595,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL33334.1,90.764,314,29,1.29e-156,449.0
NODE_68_length_1379_cov_1.399361,72,1379,1.399361,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,198431,-200,-300,-400,-500,-600,-650,-700,"",CRY94935.1,62.941,340,126,2.89e-160,465.0
NODE_69_length_1377_cov_0.866400,46,1377,0.866400,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1500261,316612,-300,80840,28216,1224,-650,2,Bacteria,WP_047495704.1,52.381,126,59,2.91e-25,104.0
NODE_70_length_1367_cov_0.950806,32,1367,0.950806,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,AHJ11734.1,72.764,246,62,3.47e-130,380.0
NODE_71_length_1361_cov_0.962723,200,1361,0.962723,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852928,-200,-300,-400,-500,74201,-650,2,Bacteria,OQB88831.1,27.835,97,51,0.14,37.4
NODE_72_length_1360_cov_1.615572,113,1360,1.615572,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2135614,168934,41295,204441,28211,1224,-650,2,Bacteria,WP_199486257.1,37.006,354,207,3.49e-67,229.0
NODE_73_length_1357_cov_0.872358,107,1357,0.872358,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026760,-200,-300,-400,-500,62680,-650,2,Bacteria,RKY55912.1,33.333,474,278,6.87e-82,267.0
NODE_74_length_1356_cov_1.697315,116,1356,1.697315,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,AJ431260.1,100.0,630,0,0.0,1164.0,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,CAD24350.1,95.89,219,9,1.95e-153,438.0
NODE_75_length_1349_cov_2.188216,223,1349,2.188216,913109,28196,72294,213849,29547,1224,-650,2,Bacteria,CP032097.1,96.87,1342,33,0.0,2237.0,206,194,72294,213849,29547,1224,-650,2,Bacteria,ASM34841.1,79.646,113,23,5.13e-57,186.0
NODE_76_length_1349_cov_1.196399,44,1349,1.196399,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,418702,146936,2008795,206389,28216,1224,-650,2,Bacteria,WP_051295391.1,80.874,183,35,5.13e-105,311.0
NODE_77_length_1349_cov_0.774141,36,1349,0.774141,818,816,815,171549,200643,976,-650,2,Bacteria,CP040530.1,83.24,179,30,8.74e-37,165.0,1895922,-200,-300,-400,-500,976,-650,2,Bacteria,OJV23405.1,90.2,449,44,0.0,813.0
NODE_78_length_1344_cov_1.595727,58,1344,1.595727,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2608629,178469,49546,200644,117743,976,-650,2,Bacteria,WP_191089065.1,51.389,288,135,9.95e-97,297.0
NODE_79_length_1342_cov_1.140741,56,1342,1.140741,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP000089.1,80.493,1297,218,0.0,961.0,2316108,-200,-300,206389,28216,1224,-650,2,Bacteria,RIX48360.1,95.389,347,16,0.0,695.0
NODE_80_length_1340_cov_0.871393,86,1340,0.871393,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,AP014723.1,83.705,1166,184,0.0,1096.0,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067173897.1,94.561,239,13,2.31e-170,479.0
NODE_81_length_1339_cov_1.131188,100,1339,1.131188,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1913989,-200,-300,-400,1236,1224,-650,2,Bacteria,RKZ83258.1,33.864,440,273,7.01e-65,220.0
NODE_82_length_1337_cov_0.647934,42,1337,0.647934,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,309797,118004,189770,189769,118001,200938,-650,2,Bacteria,WP_160165061.1,53.763,93,43,4.19e-25,102.0
NODE_83_length_1334_cov_1.028169,88,1334,1.028169,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1509405,1903858,82115,356,28211,1224,-650,2,Bacteria,WP_037189796.1,34.807,362,221,2.51e-57,198.0
NODE_84_length_1318_cov_0.583543,56,1318,0.583543,946333,212743,-300,80840,28216,1224,-650,2,Bacteria,CP015118.1,81.25,128,20,2.44e-17,100.0,748811,1054211,2008793,32003,28216,1224,-650,2,Bacteria,WP_041099079.1,69.565,437,129,0.0,616.0
NODE_85_length_1310_cov_0.631445,48,1310,0.631445,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025343561.1,79.327,208,43,1.11e-117,344.0
NODE_86_length_1304_cov_2.878505,171,1304,2.878505,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_87_length_1303_cov_0.803571,44,1303,0.803571,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_190278594.1,70.533,319,94,7.71e-163,473.0
NODE_88_length_1299_cov_0.655290,58,1299,0.655290,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2015799,-200,45401,356,28211,1224,-650,2,Bacteria,TXH14231.1,38.389,422,244,6.5e-64,215.0
NODE_89_length_1297_cov_0.530769,87,1297,0.530769,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1705728,194,72294,213849,29547,1224,-650,2,Bacteria,WP_169975853.1,50.714,140,64,1.89e-40,143.0
NODE_90_length_1295_cov_0.821062,35,1295,0.821062,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2082725,237,49546,200644,117743,976,-650,2,Bacteria,WP_194141260.1,63.235,68,25,2.77e-22,94.4
NODE_91_length_1295_cov_0.649829,44,1295,0.649829,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013695,-200,-300,-400,-500,976,-650,2,Bacteria,PKP06710.1,85.151,431,64,0.0,784.0
NODE_92_length_1294_cov_1.150814,78,1294,1.150814,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2305248,2597258,72276,135613,1236,1224,-650,2,Bacteria,WP_135282739.1,30.455,220,140,5.47e-29,115.0
NODE_93_length_1291_cov_1.196735,66,1291,1.196735,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,49181,349,2008794,206389,28216,1224,-650,2,Bacteria,TXG95477.1,95.652,115,5,7.25e-71,221.0
NODE_94_length_1289_cov_1.089501,56,1289,1.089501,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ06410.1,33.216,283,154,1.5e-27,114.0
NODE_95_length_1289_cov_0.690189,38,1289,0.690189,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP37819.1,82.555,321,56,0.0,567.0
NODE_96_length_1285_cov_0.917962,32,1285,0.917962,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852815,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ55721.1,64.116,379,136,2.81e-171,505.0
NODE_97_length_1283_cov_1.232699,94,1283,1.232699,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852939,-200,-300,-400,-500,-600,-650,2,Bacteria,OQB03779.1,59.281,167,67,3.51e-68,218.0
NODE_98_length_1283_cov_1.182526,48,1283,1.182526,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_145973114.1,91.327,392,34,0.0,722.0
NODE_99_length_1278_cov_0.650738,56,1278,0.650738,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2502784,237,49546,200644,117743,976,-650,2,Bacteria,WP_128391315.1,47.586,145,73,5.64e-39,139.0
NODE_100_length_1277_cov_0.706087,146,1277,0.706087,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_101_length_1273_cov_0.992147,54,1273,0.992147,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,146940,146936,2008795,206389,28216,1224,-650,2,Bacteria,WP_173580054.1,61.557,424,163,0.0,562.0
NODE_102_length_1266_cov_0.928885,44,1266,0.928885,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1500288,59732,2762318,200644,117743,976,-650,2,Bacteria,WP_047445692.1,28.818,347,214,4.26e-29,122.0
NODE_103_length_1261_cov_0.992945,55,1261,0.992945,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1565314,57665,72294,213849,29547,1224,-650,2,Bacteria,KHG33520.1,84.946,279,42,1.78e-174,492.0
NODE_104_length_1260_cov_1.590468,50,1260,1.590468,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_105_length_1255_cov_0.852837,30,1255,0.852837,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD30817.1,96.5,400,14,0.0,795.0
NODE_106_length_1253_cov_1.082593,37,1253,1.082593,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2771355,107,89373,768507,768503,976,-650,2,Bacteria,WP_191039449.1,52.201,159,75,9.48e-43,158.0
NODE_107_length_1252_cov_0.889778,36,1252,0.889778,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31758.1,80.159,252,50,2.34e-149,427.0
NODE_108_length_1250_cov_0.889581,42,1250,0.889581,2211108,-200,2008793,32003,28216,1224,-650,2,Bacteria,AP018718.1,85.217,115,17,6.38e-23,119.0,281362,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_066882206.1,86.719,256,34,1.02e-156,444.0
NODE_109_length_1241_cov_0.692998,55,1241,0.692998,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618952,-200,-300,-400,-500,-600,-650,2,Bacteria,KKS35501.1,36.905,168,102,2.73e-32,126.0
NODE_110_length_1239_cov_0.927158,52,1239,0.927158,1854492,57665,72294,213849,29547,1224,-650,2,Bacteria,CP039734.2,82.077,491,82,7.2e-112,414.0,1986224,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_087437399.1,86.188,181,25,4.01e-109,324.0
